complaint_id,date,source,region,latitude,longitude,category,subcategory,description,resource_availability
C004316,2024-11-21,dept_safety,Nashik,17.670255,73.12603,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.57
C004317,2025-04-16,dept_health,Nagpur,17.792406,73.526916,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.84
C004318,2024-03-19,dept_infrastructure,Solapur,17.73651,73.951336,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.27
C004319,2025-07-11,dept_safety,Amravati,17.030493,73.663362,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.25
C004320,2024-12-28,dept_health,Nagpur,17.062641,73.756598,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.9
C004321,2025-01-11,dept_health,Nashik,17.253718,73.642278,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.21
C004322,2024-02-12,dept_safety,Kolhapur,17.999443,73.395289,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.73
C004323,2025-07-19,dept_safety,Kolhapur,17.329745,73.26873,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.18
C004324,2024-12-27,dept_health,Akola,17.47651,73.277728,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.95
C004325,2024-01-09,dept_infrastructure,Thane,17.473236,73.54328,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.34
C004326,2024-12-15,dept_safety,Amravati,17.983454,73.324974,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.47
C004327,2025-07-26,dept_safety,Solapur,17.085049,73.298611,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.19
C004328,2024-11-04,dept_safety,Aurangabad,17.26241,73.37768,Public Safety,,Resident reports issue. Contact: 9852578616. Needs urgent fix.,0.15
C004329,2025-03-21,dept_health,Kolhapur,17.626988,73.423829,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.5
C004330,2025-01-24,dept_health,Kolhapur,17.398455,73.942894,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.89
C004331,2024-02-15,dept_infrastructure,Amravati,17.66541,73.137495,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.33
C004332,2025-09-26,dept_safety,Thane,17.278159,73.773419,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.55
C004333,2024-12-26,dept_infrastructure,Nagpur,17.581301,73.716348,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.95
C004334,2025-09-25,dept_health,Kolhapur,17.956669,73.268909,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.75
C004335,2025-07-04,dept_health,Akola,17.11603,73.667227,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.04
C004336,2024-06-26,dept_safety,Thane,17.749969,73.230904,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.9
C004337,2025-10-09,dept_safety,Nashik,17.747783,73.339926,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.72
C004338,2025-05-31,dept_safety,Pune,17.126967,73.079547,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.64
C004339,2024-05-12,dept_health,Solapur,17.748047,73.115445,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.41
C004340,2024-10-03,dept_health,Solapur,17.366925,73.741824,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.95
C004341,2025-03-06,dept_health,Thane,17.728567,73.215068,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.13
C004342,2025-02-12,dept_safety,Akola,17.249713,73.352731,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.56
C004343,2024-04-17,dept_infrastructure,Aurangabad,17.872809,73.614033,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.92
C004344,2025-07-22,dept_health,Mumbai,17.630837,73.438192,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.2
C004345,2024-02-08,dept_safety,Aurangabad,17.459653,73.609728,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.09
C004346,2025-09-12,dept_safety,Solapur,17.595991,73.150751,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.56
C004347,2025-03-04,dept_safety,Nashik,17.62633,73.672126,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.63
C004348,2024-10-04,dept_infrastructure,Pune,17.430993,73.440908,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.97
C004349,2025-04-19,dept_health,Nashik,17.192696,73.440569,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,0.25
C004350,2024-04-25,dept_health,Mumbai,17.914622,73.024879,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.7
C004351,2025-04-23,dept_health,Pune,17.520249,73.691876,Sanitation,,Report: Sanitation problem reported near area school. citizen notes delays.,0.94
C004352,2024-08-18,dept_infrastructure,Solapur,17.205801,73.822428,Drainage,,Report: Drainage problem reported near area hospital. citizen notes delays.,0.72
C004353,2024-11-16,dept_infrastructure,Solapur,17.236574,73.221822,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.15
C004354,2025-05-17,dept_safety,Aurangabad,17.351515,73.208848,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.71
C004355,2024-05-14,dept_safety,Amravati,17.895724,73.485766,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.69
C004356,2025-05-15,dept_infrastructure,Akola,17.862705,73.858813,Electricity,,Report: Electricity problem reported near area market. citizen notes delays.,0.54
C004357,2024-06-03,dept_infrastructure,Nagpur,17.154424,73.59222,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.47
C004358,2024-08-17,dept_infrastructure,Akola,17.617801,73.238117,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.97
C004359,2025-02-05,dept_infrastructure,Solapur,17.889881,73.907623,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.5
C004360,2025-01-15,dept_safety,Kolhapur,17.237405,73.111813,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.39
C004361,2024-09-12,dept_infrastructure,Akola,17.707974,73.695696,Roads,,Report: Roads problem reported near area hospital. citizen notes delays.,0.2
C004362,2024-05-31,dept_safety,Kolhapur,17.505058,73.854578,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.91
C004363,2025-06-23,dept_infrastructure,Akola,17.660771,73.434818,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.99
C004364,2024-12-27,dept_safety,Pune,17.54872,73.363505,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.18
C004365,2024-07-04,dept_health,Nagpur,17.031524,73.220508,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.7
C004366,2024-07-06,dept_infrastructure,Thane,17.220741,73.061856,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.55
C004367,2025-04-17,dept_infrastructure,Nashik,17.497326,73.611593,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.69
C004368,2024-10-23,dept_health,Pune,17.663723,73.424804,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.55
C004369,2024-09-02,dept_safety,Thane,17.526459,73.04892,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.23
C004370,2024-07-19,dept_safety,Mumbai,17.201332,73.035602,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.14
C004371,2025-07-18,dept_safety,Solapur,17.064787,73.694769,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.17
C004372,2024-08-10,dept_safety,Mumbai,17.304224,73.60555,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.05
C004373,2025-03-12,dept_health,Akola,17.565553,73.535447,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.3
C004374,2025-07-27,dept_health,Amravati,17.734343,73.094619,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.59
C004375,2024-09-05,dept_health,Mumbai,17.160332,73.180044,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.68
C004376,2025-05-17,dept_health,Kolhapur,17.074924,73.456394,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.29
C004377,2024-04-24,dept_safety,Akola,17.985735,73.20624,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.19
C004378,2024-03-28,dept_infrastructure,Solapur,17.459566,73.563704,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.58
C004379,2025-08-26,dept_infrastructure,Nashik,17.505433,73.782383,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.58
C004380,2025-03-30,dept_safety,Mumbai,17.909693,73.814978,Fire,,Report: Fire problem reported near area station. citizen notes delays.,0.74
C004381,2025-05-04,dept_infrastructure,Akola,17.53321,73.28887,Roads,,Report: Roads problem reported near area school. citizen notes delays.,0.57
C004382,2024-08-16,dept_infrastructure,Thane,17.077269,73.951487,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.51
C004383,2024-12-03,dept_safety,Solapur,17.240612,73.227602,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.9
C004384,2024-06-19,dept_health,Solapur,17.25763,73.478001,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.95
C004385,2024-04-12,dept_infrastructure,Mumbai,17.224144,73.162224,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.18
C004386,2025-03-17,dept_safety,Thane,17.02143,73.506788,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.53
C004387,2025-02-02,dept_health,Thane,17.87107,73.128755,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.24
C004388,2025-01-05,dept_health,Aurangabad,17.246995,73.87071,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.43
C004389,2025-09-13,dept_infrastructure,Mumbai,17.416643,73.647707,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.71
C004390,2024-10-23,dept_infrastructure,Nashik,17.984638,73.476852,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.83
C004391,2024-04-09,dept_infrastructure,Solapur,17.272286,73.456724,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.31
C004392,2024-08-29,dept_infrastructure,Mumbai,17.883059,73.715957,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.22
C004393,2024-02-26,dept_safety,Kolhapur,17.963511,73.508197,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.72
C004394,2024-08-23,dept_safety,Aurangabad,17.329502,73.482065,Fire,,Report: Fire problem reported near area station. citizen notes delays.,0.17
C004395,2025-08-25,dept_infrastructure,Mumbai,17.898897,73.36642,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.3
C004396,2025-02-19,dept_health,Aurangabad,17.406158,73.276304,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.87
C004397,2025-07-11,dept_safety,Aurangabad,17.570668,73.102312,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.41
C004398,2024-03-27,dept_infrastructure,Nashik,17.898828,73.880165,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.71
C004399,2024-10-11,dept_safety,Thane,17.888373,73.984365,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.3
C004400,2024-08-06,dept_safety,Aurangabad,17.232508,73.094768,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.14
C004401,2024-11-29,dept_health,Nagpur,17.219884,73.217175,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.85
C004402,2024-12-24,dept_safety,Nagpur,17.784263,73.249185,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.21
C004403,2024-07-31,dept_infrastructure,Thane,17.596305,73.829936,Electricity,,Report: Electricity problem reported near area school. citizen notes delays.,0.56
C004404,2025-09-05,dept_infrastructure,Akola,17.993778,73.554856,Electricity,,Report: Electricity problem reported near area school. citizen notes delays.,0.17
C004405,2024-10-03,dept_infrastructure,Akola,17.502443,73.527464,Roads,,Report: Roads problem reported near area market. citizen notes delays.,0.04
C004406,2025-04-11,dept_health,Nagpur,17.193364,73.697036,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.2
C004407,2024-12-22,dept_health,Solapur,17.845568,73.180941,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.45
C004408,2024-08-14,dept_infrastructure,Nagpur,17.127342,73.06447,Water Supply,,Report: Water Supply problem reported near area hospital. citizen notes delays.,0.51
C004409,2024-01-11,dept_infrastructure,Nashik,17.386002,73.721502,Water Supply,,Report: Water Supply problem reported near area hospital. citizen notes delays.,0.62
C004410,2024-07-16,dept_safety,Nashik,17.271454,73.205734,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.64
C004411,2025-05-30,dept_safety,Kolhapur,17.613345,73.9366,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.51
C004412,2025-07-07,dept_safety,Nagpur,17.471983,73.033648,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.86
C004413,2024-03-21,dept_health,Pune,17.734958,73.402486,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.24
C004414,2024-10-05,dept_safety,Solapur,17.359011,73.181726,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.87
C004415,2024-07-26,dept_safety,Amravati,17.857232,73.417248,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.91
C004416,2025-09-09,dept_health,Aurangabad,17.229867,73.068282,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.05
C004417,2025-08-29,dept_infrastructure,Nagpur,17.553935,73.642772,Electricity,,Report: Electricity problem reported near area market. citizen notes delays.,0.21
C004418,2024-08-27,dept_infrastructure,Solapur,17.664044,73.382855,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.99
C004419,2024-07-17,dept_health,Pune,17.989422,73.949768,Sanitation,,Resident reports issue. Contact: 9106955813. Needs urgent fix.,0.88
C004420,2024-01-09,dept_health,Thane,17.463815,73.410164,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,0.71
C004421,2024-09-09,dept_health,Amravati,17.54779,73.725062,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.78
C004422,2025-03-22,dept_health,Amravati,17.315252,73.805034,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.58
C004423,2024-05-06,dept_health,Nagpur,17.272551,73.330544,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.24
C004424,2024-04-20,dept_health,Pune,17.524067,73.651344,Vector Control,,Report: Vector Control problem reported near area hospital. citizen notes delays.,0.4
C004425,2024-02-23,dept_health,Pune,17.349247,73.066599,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,1.0
C004426,2025-02-23,dept_safety,Akola,17.494332,73.311033,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.1
C004427,2025-05-16,dept_infrastructure,Thane,17.970669,73.285585,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.47
C004428,2024-06-04,dept_health,Pune,17.388279,73.426806,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.99
C004429,2025-03-04,dept_safety,Mumbai,17.618948,73.918725,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.48
C004430,2025-02-25,dept_infrastructure,Aurangabad,17.708546,73.898944,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.4
C004431,2024-04-08,dept_infrastructure,Nashik,17.765573,73.080632,Roads,,Resident reports issue. Contact: 9858098651. Needs urgent fix.,0.93
C004432,2025-08-28,dept_infrastructure,Amravati,17.97752,73.516055,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.82
C004433,2025-02-16,dept_safety,Nashik,17.656377,73.219791,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.35
C004434,2025-03-13,dept_infrastructure,Nagpur,17.082876,73.798927,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.2
C004435,2024-08-28,dept_health,Kolhapur,17.244761,73.894314,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.11
C004436,2024-11-18,dept_infrastructure,Solapur,17.886919,73.747339,Electricity,,Resident reports issue. Contact: 9627461200. Needs urgent fix.,0.07
C004437,2024-05-12,dept_health,Kolhapur,17.128145,73.874992,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.26
C004438,2024-01-01,dept_infrastructure,Thane,17.966458,73.275245,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.33
C004439,2024-04-14,dept_infrastructure,Pune,17.816499,73.922874,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.29
C004440,2024-04-18,dept_safety,Amravati,17.654674,73.88811,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.82
C004441,2025-04-01,dept_infrastructure,Thane,17.538963,73.298101,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.5
C004442,2024-06-08,dept_safety,Akola,17.02644,73.372292,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.19
C004443,2025-03-25,dept_infrastructure,Amravati,17.311917,73.717671,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.62
C004444,2024-09-18,dept_safety,Amravati,17.572604,73.916438,Fire,,Resident reports issue. Contact: 9065066566. Needs urgent fix.,0.48
C004445,2025-08-18,dept_health,Nagpur,17.37474,73.149281,Sanitation,,Resident reports issue. Contact: 9529073414. Needs urgent fix.,0.35
C004446,2024-02-23,dept_health,Pune,17.347824,73.053823,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.24
C004447,2025-07-16,dept_health,Aurangabad,17.232235,73.768799,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.51
C004448,2025-04-19,dept_safety,Mumbai,17.808928,73.81756,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.73
C004449,2024-10-27,dept_safety,Nagpur,17.034935,73.532065,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.43
C004450,2024-09-23,dept_infrastructure,Aurangabad,17.243251,73.447844,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.03
C004451,2024-03-02,dept_infrastructure,Mumbai,17.739498,73.865781,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.25
C004452,2024-03-18,dept_infrastructure,Thane,17.038389,73.901264,Drainage,,Report: Drainage problem reported near area hospital. citizen notes delays.,0.67
C004453,2024-12-05,dept_health,Akola,17.843091,73.352226,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,0.84
C004454,2024-08-24,dept_health,Kolhapur,17.602699,73.119722,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.64
C004455,2025-01-19,dept_infrastructure,Solapur,17.977773,73.976446,Electricity,,Resident reports issue. Contact: 9028082976. Needs urgent fix.,0.8
C004456,2025-08-08,dept_safety,Nashik,17.581212,73.595227,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.71
C004457,2024-09-21,dept_health,Solapur,17.29163,73.596238,Sanitation,,Report: Sanitation problem reported near area school. citizen notes delays.,0.85
C004458,2024-05-25,dept_health,Nashik,17.65147,73.985857,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.03
C004459,2025-03-18,dept_safety,Thane,17.099626,73.845759,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.96
C004460,2024-08-22,dept_health,Pune,17.644266,73.180323,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.36
C004461,2025-07-31,dept_infrastructure,Nashik,17.834198,73.266939,Electricity,,Report: Electricity problem reported near area school. citizen notes delays.,0.52
C004462,2024-07-20,dept_health,Thane,17.006887,73.442428,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.77
C004463,2024-07-07,dept_safety,Nashik,17.347439,73.029425,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.13
C004464,2024-11-19,dept_health,Nashik,17.43586,73.962043,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.65
C004465,2024-05-14,dept_safety,Nagpur,17.573265,73.667591,Fire,,Report: Fire problem reported near area station. citizen notes delays.,1.0
C004466,2025-09-08,dept_health,Kolhapur,17.70141,73.071693,Sanitation,,Report: Sanitation problem reported near area school. citizen notes delays.,0.7
C004467,2024-04-01,dept_health,Pune,17.753125,73.155686,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.21
C004468,2024-02-09,dept_infrastructure,Nagpur,17.671778,73.408445,Roads,,Report: Roads problem reported near area school. citizen notes delays.,0.5
C004469,2025-09-03,dept_health,Amravati,17.732763,73.422136,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.72
C004470,2024-02-06,dept_infrastructure,Nagpur,17.101306,73.920254,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.47
C004471,2025-05-21,dept_safety,Nagpur,17.918895,73.743233,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.37
C004472,2025-07-27,dept_safety,Nagpur,17.426175,73.705964,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.85
C004473,2024-10-21,dept_safety,Amravati,17.816637,73.704935,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.39
C004474,2024-06-03,dept_infrastructure,Mumbai,17.409415,73.643469,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.43
C004475,2024-11-10,dept_infrastructure,Pune,17.62485,73.322108,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.69
C004476,2024-08-18,dept_infrastructure,Pune,17.308951,73.771722,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.35
C004477,2024-05-29,dept_health,Amravati,17.823957,73.153223,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.09
C004478,2025-07-22,dept_safety,Akola,17.572536,73.969348,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.12
C004479,2025-07-31,dept_infrastructure,Thane,17.602861,73.957847,Roads,,Resident reports issue. Contact: 9384811702. Needs urgent fix.,0.67
C004480,2025-07-01,dept_safety,Solapur,17.452788,73.005063,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.65
C004481,2024-09-14,dept_infrastructure,Mumbai,17.925489,73.349803,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.86
C004482,2025-01-24,dept_safety,Pune,17.453233,73.217799,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.01
C004483,2025-07-22,dept_infrastructure,Nagpur,17.544829,73.355753,Drainage,,Resident reports issue. Contact: 9202732163. Needs urgent fix.,0.64
C004484,2024-05-09,dept_infrastructure,Thane,17.110342,73.447037,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.76
C004485,2025-06-07,dept_health,Aurangabad,17.654823,73.462545,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.53
C004486,2025-06-02,dept_infrastructure,Kolhapur,17.928538,73.275444,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.75
C004487,2025-08-07,dept_health,Nagpur,17.259402,73.232153,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.31
C004488,2025-03-08,dept_infrastructure,Solapur,17.932887,73.988528,Roads,,Report: Roads problem reported near area hospital. citizen notes delays.,0.25
C004489,2024-06-30,dept_health,Aurangabad,17.580909,73.995627,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.49
C004490,2025-02-01,dept_safety,Aurangabad,17.789111,73.410533,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.09
C004491,2025-02-26,dept_safety,Pune,17.880847,73.066371,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.75
C004492,2025-08-15,dept_safety,Mumbai,17.238393,73.977756,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.85
C004493,2024-06-12,dept_safety,Thane,17.623527,73.145714,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.86
C004494,2025-09-28,dept_health,Aurangabad,17.600101,73.847496,Vector Control,,Report: Vector Control problem reported near area hospital. citizen notes delays.,0.69
C004495,2025-07-25,dept_safety,Nashik,17.130039,73.554595,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.57
C004496,2024-03-08,dept_safety,Nagpur,17.890251,73.744384,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.06
C004497,2024-07-10,dept_safety,Nashik,17.028098,73.188922,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.37
C004498,2024-07-09,dept_infrastructure,Nagpur,17.466122,73.811186,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.95
C004499,2025-08-06,dept_infrastructure,Thane,17.051576,73.645489,Electricity,,Report: Electricity problem reported near area market. citizen notes delays.,0.23
C004500,2025-03-18,dept_health,Nagpur,17.71195,73.359232,Sanitation,,Report: Sanitation problem reported near area school. citizen notes delays.,0.42
C004501,2024-06-09,dept_safety,Nagpur,17.021623,73.245257,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.96
C004502,2025-03-20,dept_health,Mumbai,17.962237,73.584945,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.05
C004503,2025-03-11,dept_health,Mumbai,17.447246,73.473313,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.85
C004504,2025-09-13,dept_infrastructure,Akola,17.695342,73.277542,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.11
C004505,2025-09-22,dept_safety,Nagpur,17.318098,73.810272,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.95
C004506,2024-10-19,dept_safety,Pune,17.889364,73.093297,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.26
C004507,2025-04-06,dept_infrastructure,Amravati,17.59957,73.150415,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.12
C004508,2024-07-13,dept_infrastructure,Kolhapur,17.412912,73.471372,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.9
C004509,2024-09-02,dept_health,Nagpur,17.531242,73.009892,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.5
C004510,2024-09-30,dept_infrastructure,Aurangabad,17.759776,73.727799,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.52
C004511,2025-05-28,dept_infrastructure,Thane,17.909123,73.075711,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.65
C004512,2025-04-13,dept_health,Thane,17.040666,73.321124,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.29
C004513,2024-01-25,dept_safety,Mumbai,17.526347,73.431162,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.73
C004514,2025-09-03,dept_infrastructure,Pune,17.108646,73.279992,Roads,,Report: Roads problem reported near area school. citizen notes delays.,0.79
C004515,2025-06-14,dept_health,Nagpur,17.81196,73.920004,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.88
C004516,2024-01-27,dept_health,Amravati,17.279039,73.551942,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.76
C004517,2025-09-26,dept_health,Aurangabad,17.594192,73.749057,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.2
C004518,2024-11-06,dept_safety,Thane,17.189785,73.669766,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.19
